purchase_value,age,class,hour_of_day,time_diff,source_Ads,source_Direct,source_SEO,browser_Chrome,browser_FireFox,browser_IE,browser_Opera,browser_Safari,sex_F,sex_M
33.0,31.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
28.0,35.0,1.0,16.0,5989776.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
39.0,26.0,1.0,17.0,3107551.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,18.0,1.0,9.0,2223549.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18.0,33.0,1.0,11.0,8247347.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.0,35.0,1.0,1.0,2800484.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,51.0,1.0,16.0,3318878.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
86.0,18.0,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,34.0,1.0,11.0,374479.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,38.0,1.0,5.0,3267572.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12.0,34.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52.0,39.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,45.0,1.0,7.0,7882181.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,36.0,1.0,18.0,9671465.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
69.0,40.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12.0,45.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,22.0,1.0,15.0,998222.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,53.0,1.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,21.0,1.0,15.0,7685620.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,36.0,1.0,11.0,3582593.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
56.0,52.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,32.0,1.0,6.0,1199568.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
49.0,33.0,1.0,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,32.0,1.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,18.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65.0,50.0,1.0,7.0,665238.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,34.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39.0,47.0,1.0,13.0,2386011.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,19.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
53.0,45.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.0,36.0,1.0,4.0,8172967.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
78.0,25.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,24.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,29.0,1.0,5.0,2111571.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17.0,25.0,1.0,10.0,2211363.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,29.0,1.0,8.0,5620959.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
27.0,24.0,1.0,8.0,8620234.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,44.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
100.0,44.0,1.0,10.0,6386872.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17.0,32.0,1.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,44.0,1.0,18.0,4211193.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,41.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,34.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
60.0,28.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,41.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52.0,32.0,1.0,0.0,7619522.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17.0,61.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,40.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,38.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14.0,24.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,43.0,1.0,8.0,179035.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
56.0,40.0,1.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,33.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64.0,21.0,1.0,15.0,4251699.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
36.0,29.0,1.0,0.0,4283612.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
12.0,31.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,28.0,1.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,29.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
34.0,43.0,1.0,4.0,451150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,20.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15.0,31.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,35.0,1.0,9.0,8795932.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30.0,28.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52.0,42.0,1.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,29.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26.0,20.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,39.0,1.0,23.0,9787712.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,27.0,1.0,8.0,6138424.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,21.0,1.0,2.0,7826927.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44.0,34.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,34.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31.0,40.0,1.0,9.0,3042003.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,26.0,1.0,13.0,7366701.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
70.0,31.0,1.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16.0,22.0,1.0,13.0,1369121.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,44.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
56.0,25.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21.0,32.0,1.0,2.0,7553905.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15.0,23.0,1.0,3.0,2517230.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,31.0,1.0,11.0,2006018.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,31.0,1.0,16.0,1981574.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
31.0,50.0,1.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46.0,34.0,1.0,5.0,9306829.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,29.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31.0,20.0,1.0,13.0,662813.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39.0,39.0,1.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12.0,47.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,28.0,1.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
46.0,47.0,1.0,21.0,4046022.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
69.0,34.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,36.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,38.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.0,33.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12.0,20.0,1.0,8.0,6968202.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
81.0,26.0,1.0,11.0,5241841.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,29.0,1.0,4.0,9811606.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
50.0,40.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
64.0,22.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35.0,33.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,40.0,1.0,22.0,6910348.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
65.0,21.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
32.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16.0,27.0,1.0,6.0,3991244.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,34.0,1.0,13.0,7561736.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,63.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,39.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21.0,30.0,1.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,39.0,1.0,14.0,10203227.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,37.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.0,40.0,1.0,12.0,3703045.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
44.0,47.0,1.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,18.0,1.0,21.0,1834616.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,28.0,1.0,8.0,3956418.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
62.0,26.0,1.0,8.0,6810417.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.0,42.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36.0,46.0,1.0,14.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34.0,30.0,1.0,18.0,4010844.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
42.0,22.0,1.0,3.0,1542775.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
76.0,28.0,1.0,0.0,3768995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23.0,36.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
60.0,23.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38.0,30.0,1.0,23.0,9485693.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,48.0,1.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,25.0,1.0,13.0,8367900.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,33.0,1.0,19.0,5945322.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
43.0,44.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13.0,32.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41.0,36.0,1.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,39.0,1.0,1.0,3577115.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9.0,36.0,1.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,37.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
46.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40.0,31.0,1.0,14.0,7365733.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
69.0,36.0,1.0,6.0,972854.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32.0,31.0,1.0,2.0,1134234.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,38.0,1.0,23.0,5049090.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10.0,26.0,1.0,7.0,9218073.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
71.0,32.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33.0,38.0,1.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16.0,36.0,1.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,40.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35.0,36.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37.0,45.0,1.0,6.0,9256966.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.0,34.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
100.0,46.0,1.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
40.0,36.0,1.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41.0,35.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
69.0,32.0,1.0,4.0,3334259.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16.0,27.0,1.0,4.0,5230269.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,39.0,1.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.0,36.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,29.0,1.0,12.0,449451.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54.0,18.0,1.0,20.0,5589772.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,25.0,1.0,0.0,8174642.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
63.0,36.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,49.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
14.0,33.0,1.0,7.0,7245623.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,23.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18.0,54.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,26.0,1.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,29.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
33.0,27.0,1.0,1.0,1820643.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
56.0,31.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,36.0,1.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
57.0,32.0,1.0,12.0,6419783.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
38.0,29.0,1.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,36.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23.0,33.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,24.0,1.0,20.0,8351248.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,28.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,32.0,1.0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,27.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
60.0,34.0,1.0,2.0,2620598.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
67.0,25.0,1.0,19.0,4829043.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28.0,50.0,1.0,6.0,9282705.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,35.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
69.0,27.0,1.0,8.0,3359225.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27.0,42.0,1.0,12.0,10266007.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
90.0,34.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,26.0,1.0,8.0,6126991.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
33.0,43.0,1.0,0.0,4208414.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,32.0,1.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.0,44.0,1.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39.0,38.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.0,30.0,1.0,2.0,6749841.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34.0,44.0,1.0,0.0,10198207.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,28.0,1.0,12.0,7410226.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
66.0,41.0,1.0,11.0,1316459.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
87.0,39.0,1.0,11.0,1861304.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
48.0,33.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
33.0,42.0,1.0,13.0,9010453.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,32.0,1.0,0.0,8916737.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49.0,35.0,1.0,6.0,9905163.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.0,63.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,25.0,1.0,0.0,1495054.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27.0,39.0,1.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
56.0,31.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57.0,44.0,1.0,10.0,10155954.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29.0,26.0,1.0,21.0,8611846.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.0,26.0,1.0,0.0,1786678.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32.0,33.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
17.0,45.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,23.0,1.0,13.0,7159949.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,45.0,1.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32.0,36.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,20.0,1.0,11.0,2000572.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24.0,22.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35.0,31.0,1.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,24.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,34.0,1.0,18.0,4059595.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
19.0,53.0,1.0,4.0,3366554.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,33.0,1.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
71.0,32.0,1.0,19.0,3287771.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
58.0,22.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32.0,27.0,1.0,16.0,7186543.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14.0,44.0,1.0,9.0,8727653.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19.0,21.0,1.0,18.0,7224826.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
53.0,35.0,1.0,2.0,7156019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
69.0,30.0,1.0,13.0,10114046.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,45.0,1.0,16.0,7700023.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
110.0,31.0,1.0,18.0,4158822.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25.0,37.0,1.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46.0,41.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56.0,39.0,1.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,18.0,1.0,17.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,26.0,1.0,4.0,8872252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
